no2,co,pm10,pm25,AQI(NO2),AQI(CO),AQI(PM10),AQI(PM2.5),AQI(overall),Remarks
41.14099718248708,11.552873943432653,267.04103865116684,82.70498591243538,39,136,157,165,165,Unhealthy
25.019722458922104,8.420787219687698,423.0257147510762,207.74224856640296,24,90,299,258,299,Very Unhealthy
43.17842738911301,12.316910270917376,276.30690119168435,92.89213694556504,41,149,162,170,170,Unhealthy
56.78371513058652,17.418893173969945,347.70027423994446,160.91857565293262,54,214,197,211,214,Very Unhealthy
41.33533455671553,11.625750458768325,262.212881167022,83.67667278357766,39,137,155,166,166,Unhealthy
53.02084688181005,16.007817580678765,341.79495011284126,142.1042344090502,0,204,194,196,204,Very Unhealthy
56.00592309500933,17.127221160628498,339.8176808147092,157.02961547504665,53,212,193,207,212,Very Unhealthy
123.4520603005341,55.84109882695152,385.6302496908036,191.2054941347576,105,500,245,241,500,Hazardous
35.77629489038747,9.5411105838953,276.35279493115803,55.88147445193734,34,102,162,151,162,Unhealthy
29.75186630432445,8.783720593402004,129.99522598281607,86.4871936909181,28,94,88,167,167,Unhealthy
96.56384271677425,8.662450709640195,396.0069822053599,184.7670332695521,96,93,260,235,260,Very Unhealthy
13.65630718153073,8.613607737894734,86.55596205847127,45.80683342790172,13,92,67,126,126,Unhealthy for Sensitive Groups
68.62927444361533,13.907318610903834,292.6460849119935,114.0975814787178,67,175,170,181,181,Unhealthy
53.49386752919077,18.53006268223508,192.32213087033327,4.650313411175404,0,221,119,19,221,Very Unhealthy
85.55087564155826,30.56286485064928,349.5061160177667,170.50291880519424,85,302,198,221,302,Hazardous
28.065205104007383,10.511157756063817,83.37305762179949,40.889583558305446,26,118,65,114,118,Unhealthy for Sensitive Groups
33.34825718996264,8.732591234021097,453.0161621784706,227.84497733516,31,93,332,278,332,Hazardous
46.211101934407424,13.454163225402784,292.5104877974108,108.05550967203712,44,167,170,178,178,Unhealthy
97.75519234207346,42.13610258243918,412.2969222263114,200.6805129121959,98,417,283,251,417,Hazardous
29.1775064808964,9.627528627447305,453.12621269084616,242.869974766988,28,103,332,293,332,Hazardous
95.2394007577108,11.598863670375229,407.5254869668967,195.71126198235973,95,136,276,246,276,Very Unhealthy
44.938488034229046,12.976933012835891,281.0591031414875,101.69244017114522,42,159,164,175,175,Unhealthy
23.23259638203276,6.511862629557566,109.38575597567436,63.83397014519575,22,71,78,155,155,Unhealthy
36.62919971450064,9.86094989293774,254.7555068170968,60.1459985725032,35,107,0,153,153,Unhealthy
115.92604997095064,51.82722665117367,459.9452513782449,249.1361332558684,104,500,340,299,500,Hazardous
46.127754255995725,13.422907845998395,287.4503881450791,107.6387712799786,44,167,167,178,178,Unhealthy
38.83660160689697,10.688725602586365,277.07458021173903,71.18300803448484,37,121,162,159,162,Unhealthy
72.23164803043308,25.01318667934712,312.3392785556229,126.10549343477696,70,264,179,187,264,Very Unhealthy
55.28650867258968,16.85744075222113,341.02671752892104,153.43254336294842,52,210,194,204,210,Very Unhealthy
52.00701242286,9.751753105714998,253.2842651050088,58.69004140953331,49,105,150,153,153,Unhealthy
58.43694975824354,11.359237439560886,273.45994553221675,80.12316586081181,56,132,160,164,164,Unhealthy
44.14130287042215,12.677988576408303,280.2108549855799,97.7065143521107,42,154,163,173,173,Unhealthy
88.29947670901939,31.70811529542474,358.77876160578165,179.66492236339792,88,313,206,230,313,Hazardous
19.06788939736704,3.275458524012638,156.96235125552406,-27.66055301316481,18,37,102,0,102,Unhealthy for Sensitive Groups
75.15150903815632,30.08080482035004,351.0218466008982,140.40402410175017,74,298,199,195,298,Very Unhealthy
45.40976873718311,13.153663276443664,305.9201599057486,104.04884368591551,43,162,176,176,176,Unhealthy
46.48140429463931,13.555526610489744,289.18388107451466,109.40702147319656,44,169,168,179,179,Unhealthy
36.52913592913605,9.823425973426016,266.76991600811925,59.64567964568023,34,106,157,153,157,Unhealthy
20.340979956956485,3.4227031358567235,125.21615785976128,83.91408657405606,19,39,86,166,166,Unhealthy
31.63943749599101,7.989789060996631,216.37337865940103,35.19718747995508,30,86,131,100,131,Unhealthy for Sensitive Groups
40.95640382915588,11.483651435933456,286.71088181933527,81.78201914577942,39,135,167,165,167,Unhealthy
32.850935607975394,8.444100852990772,224.52901849575164,41.25467803987697,31,90,135,115,135,Unhealthy for Sensitive Groups
41.09038423814301,11.533894089303628,262.20031929591,82.45192119071504,39,135,155,165,165,Unhealthy
20.20738716769512,4.910968021468465,134.04710236284183,98.7863453529366,19,55,90,173,173,Unhealthy
82.54285843656564,36.66851104421637,393.910130162143,183.6825049456827,81,363,257,234,363,Hazardous
104.15017745040204,45.54676130688108,427.83066514409416,217.7338065344054,102,451,304,268,451,Hazardous
41.80405825957486,11.801521847340572,275.1798881185042,86.02029129787428,39,140,161,167,167,Unhealthy
42.40209316223245,12.025784935837171,267.3941053545277,89.01046581116228,40,144,157,168,168,Unhealthy
34.074985549729924,8.903119581148722,236.6090897979624,47.374927748649625,32,95,141,130,141,Unhealthy for Sensitive Groups
39.66117129458647,10.997939235469923,260.358436258403,75.30585647293233,37,126,154,161,161,Unhealthy
55.60566289314515,18.085692872143813,271.15973372008443,70.6855429771505,53,218,159,159,218,Very Unhealthy
47.5859775002685,13.969741562600689,294.6027731970592,114.92988750134248,45,176,171,182,182,Unhealthy
48.52453522792951,14.321700710473564,305.22273217026753,119.62267613964752,46,182,176,184,184,Unhealthy
81.12937012302835,33.26899739894846,281.74769237876706,78.34498699474229,80,329,164,163,329,Hazardous
42.2103156314527,7.302578907863175,207.18851232796155,26.03438543817566,40,79,127,80,127,Unhealthy for Sensitive Groups
31.65939369587909,7.997272635954657,224.541443002561,35.29696847939543,30,86,135,100,135,Unhealthy for Sensitive Groups
20.360521976357,7.293158056172123,124.01276677280588,85.13898640604586,19,79,85,166,166,Unhealthy
26.22434588367737,10.765613730651763,489.00691788083066,292.6563685849148,25,122,372,335,372,Hazardous
43.658863473950966,12.497073802731611,273.5717008922478,95.29431736975484,41,0,160,172,172,Unhealthy
50.92317142161301,15.22118928310488,313.0385149208025,131.61585710806506,48,197,180,190,197,Unhealthy
74.70411397253045,36.74219561765201,390.9133497919535,180.23972017699424,73,363,253,230,363,Hazardous
99.63567213543487,43.61510192606751,415.3547831389493,204.37446695308645,100,432,288,254,432,Hazardous
54.78863727807419,16.67073897927782,333.33091811723773,150.94318639037095,52,209,190,201,209,Very Unhealthy
75.40866902121786,15.602167255304463,341.35188247410287,136.69556340405956,74,202,194,193,202,Very Unhealthy
59.78220399569291,19.82591833153871,267.69454186693974,84.60734665230969,57,230,157,166,230,Very Unhealthy
40.88049034853382,11.455183880700185,259.5303609479136,81.4024517426691,39,134,153,164,164,Unhealthy
61.4343484687552,20.514311861981334,275.7445462274127,90.11449489585064,59,234,161,169,234,Very Unhealthy
26.94495093410223,6.12158492376561,64.94625007921908,30.33596646368422,25,67,56,89,89,Moderate
51.37430085118687,15.390362819195076,319.54597093843205,133.87150425593433,48,200,183,191,200,Unhealthy
81.11464244505409,28.714434352105872,340.29911080408056,155.71547481684698,80,289,193,206,289,Very Unhealthy
51.357426584360994,15.38403496913537,314.421433043809,133.78713292180495,48,200,180,191,200,Unhealthy
76.90036188889707,38.465005250158015,306.0938121729164,95.17100106045932,75,381,176,171,381,Hazardous
37.99003459342487,10.371262972534325,249.2586458941642,66.95017296712432,36,116,148,157,157,Unhealthy
70.06131407098871,27.36603417119398,232.8600459783356,48.830170855969904,68,280,140,134,280,Very Unhealthy
51.71787734391318,15.519204003967443,319.8726069969732,135.5893867195659,49,201,183,192,201,Very Unhealthy
35.359852704515035,9.38494476419314,245.7709576483902,53.79926352257519,33,100,146,146,146,Unhealthy for Sensitive Groups
74.639054285603,29.807495618988263,239.6176982510946,61.03747809494132,73,296,143,154,296,Very Unhealthy
47.8508997199469,14.06908739498009,306.2162980232497,116.25449859973452,45,178,176,182,182,Unhealthy
86.72836636777335,31.053485986572227,354.82592627965323,174.4278878925778,86,307,0,225,307,Hazardous
32.147383194090565,8.180268697783962,227.2619672408756,37.73691597045283,30,88,137,107,137,Unhealthy for Sensitive Groups
75.85126887547763,26.52136203144901,327.0335970476004,138.1708962515921,74,274,187,194,274,Very Unhealthy
32.1907721341351,13.176343707797711,446.1833171013389,234.25446259371063,30,162,325,284,325,Hazardous
69.99084169117329,24.079517371322204,300.97387910880343,118.63613897057763,68,258,174,184,258,Very Unhealthy
104.61208239500785,37.61025368573015,434.8252007934057,224.25471435001705,102,372,312,274,372,Hazardous
54.26179051523683,17.52574604801535,279.3341328553692,66.20596838412278,51,214,163,157,214,Very Unhealthy
79.92519874946248,50.74681788335677,407.7690485959138,194.6959928410577,79,500,277,245,500,Hazardous
31.72211710894743,8.020793915855286,241.93068397897883,35.61058554473716,30,86,144,101,144,Unhealthy for Sensitive Groups
48.94087589450442,14.477828460439158,302.0095033281598,121.7043794725221,46,184,174,185,185,Unhealthy
77.75921459298785,11.012758912816707,342.77093162681587,131.5189342921533,76,127,194,190,194,Unhealthy
55.29332000952655,16.859995003572458,335.7468932734809,153.46660004763277,52,210,191,204,210,Very Unhealthy
54.56512531116079,16.586921991685298,338.0075586819196,149.82562655580395,52,208,192,200,208,Very Unhealthy
32.95401759548667,8.4827565983075,234.56530490301665,41.77008797743334,31,91,140,116,140,Unhealthy for Sensitive Groups
57.6739213375356,11.1684803343839,267.4328470384528,77.57973779178532,55,129,157,162,162,Unhealthy
91.67161526109165,8.729240864359985,444.775431801132,233.46351851992264,91,93,323,283,323,Hazardous
51.138977289811805,15.302116483679429,319.1326545528142,132.69488644905903,48,198,183,191,198,Unhealthy
52.02923880144303,15.635964550541138,332.08659974098987,137.14619400721517,49,202,189,193,202,Very Unhealthy
87.31199746783801,36.56639864951361,383.4351534822723,172.83199324756802,86,362,242,223,362,Hazardous
52.96744343455542,16.98643476439809,246.1869414049669,61.891478115184725,50,211,146,154,211,Very Unhealthy
33.95776672369575,8.859162521385906,231.12296821348485,46.78883361847875,32,95,139,129,139,Unhealthy for Sensitive Groups
36.46512126670156,9.799420475013086,238.9922977851581,59.3256063335078,34,106,143,153,153,Unhealthy
46.8341347287633,13.68780052328624,296.75222663893726,111.17067364381651,44,171,172,180,180,Unhealthy
28.382263070352504,8.895538131713895,375.5618544042413,101.22604735648332,27,95,231,175,231,Very Unhealthy
46.24248267158287,13.465931001843575,287.6543349847136,108.21241335791434,44,167,167,178,178,Unhealthy
26.79710969552672,11.496886403323568,402.9030854052092,174.24973943864066,25,135,270,225,270,Very Unhealthy
26.45411530559057,8.879756701052164,76.87004382214668,31.641188221688463,25,95,62,92,95,Moderate
58.49393114680008,18.060224180050028,389.69865607199216,169.46965573400038,56,218,251,220,251,Very Unhealthy
33.7962730819217,8.798602405720636,245.41567109274888,45.98136540960849,32,94,146,127,146,Unhealthy for Sensitive Groups
57.2959669801032,18.789986241709663,261.7723929132972,76.3198899336773,55,223,154,162,223,Very Unhealthy
29.53158793849667,9.23401628308136,410.7894179352122,170.5324893494931,28,98,281,221,281,Very Unhealthy
41.64138807879096,11.74052052954661,280.4344236605669,85.2069403939548,39,139,164,166,166,Unhealthy
38.99696425846589,10.748861596924712,258.6393467139234,71.98482129232949,37,122,153,160,160,Unhealthy
57.09787928532479,17.536704731996796,383.3811587531384,162.48939642662393,54,215,242,213,242,Very Unhealthy
75.72622801366711,30.387321607289127,258.6427081074764,63.936608036445634,74,300,153,155,300,Very Unhealthy
51.11785616808602,15.294196063032258,317.0591032560018,132.58928084043012,48,198,182,191,198,Unhealthy
41.90006948075653,11.837526055283698,268.632468713366,86.50034740378264,40,140,158,167,167,Unhealthy
76.0645704847128,26.610237701963666,329.2121944438991,138.88190161570932,75,275,188,194,275,Very Unhealthy
27.0164481485422,6.881706930690506,493.7966582609843,294.2152566148428,25,75,377,336,377,Hazardous
46.31666476060862,13.493749285228231,303.78288834351275,108.5833238030431,44,168,175,178,178,Unhealthy
42.61275996380681,7.235940084794962,472.5612850253417,273.20853767748144,40,78,354,319,354,Hazardous
86.30775661671503,36.03080352891468,275.6840506634219,92.1540176445734,85,356,161,170,356,Hazardous
39.979679978047415,11.117379991767782,256.6032433038868,76.89839989023709,38,128,152,162,162,Unhealthy
47.69891999318239,14.012094997443397,293.5917437848915,115.49459996591196,45,177,170,182,182,Unhealthy
30.93537852211947,7.81120319674099,110.97738008364172,70.83549958193183,29,84,79,159,159,Unhealthy
72.92550910594511,25.302295460810463,405.0785714803228,128.4183636864837,71,266,273,189,273,Very Unhealthy
44.70257555652751,13.542739815219791,215.2139369197039,34.341918521758345,42,169,131,98,169,Unhealthy
48.081643462721445,14.155616298520542,305.939301567467,117.40821731360722,45,179,176,183,183,Unhealthy
64.59049844592181,20.34643691722068,389.6176944471674,199.95249222960908,62,233,251,250,251,Very Unhealthy
47.09261987252326,13.784732452196222,293.24818502927343,112.46309936261628,44,173,170,180,180,Unhealthy
30.31384995058328,7.49269373146873,231.0594931023303,28.56924975291639,29,81,139,86,139,Unhealthy for Sensitive Groups
66.19914848482607,13.299787121206515,287.6539488459257,105.99716161608688,64,165,167,177,177,Unhealthy
95.086421282734,42.65252667635655,368.2683247485944,157.44355000715774,95,423,220,208,423,Hazardous
111.31857424327038,49.36990626307753,446.9983327307995,236.84953131538765,103,490,325,287,490,Hazardous
59.72642720183175,11.681606800457937,292.4638340569265,84.42142400610582,57,138,170,166,170,Unhealthy
22.19510416460333,6.606896856104776,95.4849072985738,58.26300380633347,21,72,71,152,152,Unhealthy
81.94513050307536,33.70406960164019,259.85391754107684,80.52034800820098,81,333,153,164,333,Hazardous
67.52306558983625,23.05127732909844,300.4954895219831,110.41021863278748,65,251,174,179,251,Very Unhealthy
84.17108040023612,38.427803329045865,362.0808284640581,151.5972941918223,83,380,211,202,380,Hazardous
86.01799062984328,30.75749609576804,360.8243841195426,172.05996876614427,85,304,209,222,304,Hazardous
51.27750873625801,15.354065776096752,320.2576028388348,133.38754368129003,48,199,183,191,199,Unhealthy
63.69371667512147,21.455715281300613,279.8702099901013,97.6457222504049,61,241,163,173,241,Very Unhealthy
47.73780463539477,14.026676738273036,312.19451603739486,115.68902317697382,45,177,179,182,182,Unhealthy
68.91272057472078,13.978180143680197,311.8535918373118,115.04240191573594,67,176,179,182,182,Unhealthy
31.58142945961908,10.6749900686226,452.8600728168373,262.7157407534433,30,121,332,311,332,Hazardous
17.528772069867646,12.80088165670167,473.42610969622814,252.5077882157329,17,156,355,303,355,Hazardous
39.451282555013385,10.91923095813002,282.93487948275083,74.25641277506693,37,125,165,161,165,Unhealthy
42.904439948605166,12.214164980726938,278.2753548231682,91.52219974302584,40,147,163,170,170,Unhealthy
61.10511174123202,12.026277935308006,267.6649481683843,89.01703913744008,59,144,157,168,168,Unhealthy
36.95913999329588,9.984677497485954,251.514892712939,61.7956999664794,35,109,149,154,154,Unhealthy
50.8782215262794,15.204333072354771,311.92829479624334,131.39110763139698,48,197,179,190,197,Unhealthy
40.0294529980531,11.136044874269912,260.71428245957,77.14726499026551,38,129,154,162,162,Unhealthy
50.4947050661211,15.060514399795414,310.97199200645247,129.47352533060553,48,194,179,189,194,Unhealthy
85.71059151124429,9.722840060249224,437.5978752198033,227.23443434379087,85,105,315,277,315,Hazardous
17.921314279037922,6.110794112735108,106.37732462579876,69.81827596082874,17,67,76,158,158,Unhealthy
61.137675001285125,20.390697917202136,288.0737501113329,89.12558333761709,59,233,167,168,233,Very Unhealthy
48.139513531960525,14.177317574485198,299.7628491575464,117.69756765980262,45,179,173,183,183,Unhealthy
33.57702526020692,5.538117692730136,462.4088623456294,249.9020959626763,32,61,343,300,343,Hazardous
49.04236229055616,15.350984287731734,230.5720497744904,48.80787430185387,46,199,138,134,199,Unhealthy
89.87260307673485,7.91633580204099,370.1206922114136,157.43756024841542,89,85,223,208,223,Very Unhealthy
91.18006879893916,6.049046914624604,380.6829330393228,170.11935668839922,91,66,238,220,238,Very Unhealthy
60.13164092215376,18.67436534580766,381.1291242335278,177.65820461076885,58,222,238,228,238,Very Unhealthy
39.79924995753076,11.049718734074034,262.29316498065504,75.9962497876538,38,127,155,162,162,Unhealthy
50.95609997922002,15.233537492207509,314.4986893809247,131.7804998961001,48,197,180,190,197,Unhealthy
38.90248649940848,8.120467304777346,455.5261681639711,223.57776935229123,37,87,335,273,335,Hazardous
40.33501734940562,11.250631506027103,260.0855990066636,78.67508674702808,38,131,154,163,163,Unhealthy
46.28457287014496,13.481714826304358,304.42112651282883,108.42286435072478,44,168,175,178,178,Unhealthy
105.48804571732371,46.260291049239314,328.13881869191897,143.30145524619655,102,459,187,196,459,Hazardous
34.36405142245665,9.011519283421244,234.1437864792031,48.82025711228325,32,96,140,134,140,Unhealthy for Sensitive Groups
41.99892311246811,11.874596167175543,278.4556190697556,86.99461556234058,40,141,163,167,167,Unhealthy
52.19599969981728,15.69849988743148,326.40745273116363,137.9799984990864,49,202,186,194,202,Very Unhealthy
37.19920915370448,10.07470343263918,242.66433370980693,62.99604576852241,35,111,144,155,155,Unhealthy
58.64926802509791,19.35386167712413,268.09991455173383,80.83089341699304,56,227,157,164,227,Very Unhealthy
44.48313825781161,12.806176846679351,285.0780074486146,99.41569128905805,42,156,166,174,174,Unhealthy
107.68920957293707,9.603488440203703,350.5097623048277,138.83336631753377,102,103,198,194,198,Unhealthy
21.77742314174347,7.33406869328093,83.12212728007643,48.84544066894732,21,79,65,134,134,Unhealthy for Sensitive Groups
21.66612206123517,10.460238845887217,91.13758931023362,53.429169596901005,20,117,69,145,145,Unhealthy for Sensitive Groups
51.74219224079221,15.52832209029708,347.0075779208176,135.71096120396106,49,201,197,192,201,Very Unhealthy
101.9908906846691,10.536308207922062,388.917717845942,178.17750185225336,101,119,250,228,250,Very Unhealthy
39.17792558806846,10.816722095525671,254.33912342514247,72.8896279403423,37,123,0,160,160,Unhealthy
46.34153227887649,13.503074604578684,293.2779414851137,108.70766139438246,44,168,170,178,178,Unhealthy
41.33754349025457,11.626578808845464,287.86342543642144,83.68771745127285,39,137,167,166,167,Unhealthy
66.01984733721119,22.424936390504666,294.5968895743511,105.3994911240373,64,247,171,177,247,Very Unhealthy
34.07052500536014,9.275831193544208,475.9432578387865,250.92064906022324,32,99,358,301,358,Hazardous
34.37624744456607,9.016092791712277,248.4720212608512,48.881237222830336,32,96,147,134,147,Unhealthy for Sensitive Groups
41.87154514453657,11.826829429201211,284.4055644293644,86.35772572268283,40,140,166,167,167,Unhealthy
40.29585184770426,11.2359444428891,281.3892963550095,78.47925923852132,38,130,164,163,164,Unhealthy
54.756353531009225,16.65863257412846,334.1634475904733,150.78176765504614,52,209,190,201,209,Very Unhealthy
35.33214236584739,9.374553387192773,238.5993641098336,53.66071182923695,33,100,142,146,146,Unhealthy for Sensitive Groups
44.80336904979303,12.926263393672384,283.4755340758632,101.01684524896513,42,158,165,175,175,Unhealthy
58.84414361462367,18.191553855483875,367.9915012717217,171.22071807311835,56,219,220,222,222,Very Unhealthy
80.26169416669924,32.80623688890627,256.07220887277003,76.03118444453133,79,324,152,162,324,Hazardous
107.87541364751846,47.53355394534318,357.0749124381446,149.6677697267159,102,471,204,200,471,Hazardous
48.040539524590656,14.140202321721496,295.6327504355469,117.20269762295328,45,179,171,183,183,Unhealthy
26.01738063955501,13.395795051035602,423.9631386381282,176.25527112538705,25,166,300,227,300,Very Unhealthy
34.01016582028257,8.878812182605964,232.3121332991905,47.05082910141286,32,95,139,129,139,Unhealthy for Sensitive Groups
22.93170687641086,6.441336084111292,107.4069745595158,69.51850858718447,22,70,77,158,158,Unhealthy
29.552354845443944,8.450288684362436,133.38051468195803,87.52471759117361,28,91,90,168,168,Unhealthy
25.33554100905567,5.89570097373246,112.23768554574346,71.58988218336656,24,65,79,159,159,Unhealthy
43.391296515197055,12.396736193198896,273.72770135262624,93.95648257598528,41,150,160,171,171,Unhealthy
76.5245128507544,30.813073520402348,260.4839944272164,66.06536760201173,75,304,154,156,304,Hazardous
21.26761976598501,5.49787716606507,62.79038231724972,22.390125890899537,20,61,55,73,73,Moderate
37.65862963295416,10.24698611235781,252.9916255439649,65.2931481647708,36,114,150,156,156,Unhealthy
43.3013215953151,12.362995598243163,279.7759353247201,93.50660797657552,41,149,163,171,171,Unhealthy
39.28075322360335,10.855282458851256,287.5248372014506,73.40376611801675,37,124,167,160,167,Unhealthy
56.33580865354877,17.25092824508079,337.528037926146,158.67904326774385,53,213,192,209,213,Very Unhealthy
26.71939198511983,5.488792163040403,101.30883489799167,60.09578276310855,25,61,74,153,153,Unhealthy
48.32537579277261,14.247015922289728,307.86225183657166,118.62687896386304,46,181,177,184,184,Unhealthy
41.88477150779698,11.83178931542387,269.8924641940528,86.42385753898493,40,140,158,167,167,Unhealthy
58.11948211111033,19.13311754629597,261.8425277746706,79.06494037036776,55,225,154,163,225,Very Unhealthy
61.76438510869782,20.65182712862409,282.69228326362185,91.21461702899276,59,235,165,169,235,Very Unhealthy
83.59915780754791,32.547021132783755,386.43882699256574,175.52742155102013,83,321,246,226,321,Hazardous
47.30887721038795,13.86582895389548,293.643519687512,113.54438605193972,45,174,170,181,181,Unhealthy
41.370153074750085,11.63880740303128,269.4349709798127,83.85076537375042,39,137,158,166,166,Unhealthy
55.9297182816463,17.098644355617363,391.4711193839767,156.6485914082315,53,212,253,207,253,Very Unhealthy
44.7304826263643,12.898930984886611,279.3486826766634,100.65241313182148,42,158,163,174,174,Unhealthy
113.519980543606,50.54398962325654,453.4238536909751,242.71994811628272,103,500,333,292,500,Hazardous
70.02628106923088,14.25657026730772,312.7069891575657,118.7542702307696,68,181,180,184,184,Unhealthy
60.11175618741015,19.96323174475423,270.97411745052347,85.70585395803383,58,231,159,167,231,Very Unhealthy
20.898519499530828,4.872523833001615,110.08870669028414,73.43949084417247,20,55,78,160,160,Unhealthy
25.77946148978376,9.326515429331035,410.0157234793583,180.09308228152383,24,99,280,230,280,Very Unhealthy
35.813893689979054,9.555210133742143,243.43420358753383,56.06946844989527,34,102,145,151,151,Unhealthy
55.96428915197371,17.111608431990142,339.2965952225954,156.82144575986854,53,212,193,207,212,Very Unhealthy
74.90327665361428,29.94841421526096,350.05120188691205,139.74207107630477,73,297,198,194,297,Very Unhealthy
33.64878594984439,4.2386912158828265,110.57211953537332,69.80762279441535,32,48,79,158,158,Unhealthy
56.52583860287975,17.322189476079906,338.6039370363298,159.62919301439874,54,213,192,210,213,Very Unhealthy
41.003879809897285,11.501454928711482,266.34358981976914,82.01939904948641,39,135,157,165,165,Unhealthy
59.50771085838841,18.440391571895653,354.24517995910026,174.53855429194203,57,221,0,225,225,Very Unhealthy
41.20893704171425,11.578351390642842,286.90845075008025,83.04468520857124,39,136,167,165,167,Unhealthy
28.041762866670844,6.2647166266462015,434.66325140093096,221.4431803501469,26,69,312,271,312,Hazardous
49.30103922359904,14.61288970884964,309.08851009970886,123.50519611799518,47,187,178,186,187,Unhealthy
40.63419167491045,11.36282187809142,260.4816706104178,80.17095837455224,38,132,154,164,164,Unhealthy
41.77844774931507,11.791917905993152,266.1776140244231,85.89223874657536,39,140,157,167,167,Unhealthy
32.48568604759364,6.654746236416246,85.2905053859781,47.95131066202961,31,73,66,132,132,Unhealthy for Sensitive Groups
35.84361442255861,9.566355408459478,246.23500208677385,56.21807211279304,34,102,146,151,151,Unhealthy
44.51471348948304,12.818017558556138,291.8456613374038,99.57356744741516,42,156,169,174,174,Unhealthy
40.35745689249397,11.25904633468524,258.90959962153573,78.78728446246984,38,131,153,163,163,Unhealthy
76.57721260085725,30.84118005379053,355.8768641656088,144.2059002689527,75,304,202,197,304,Hazardous
67.31726864420341,25.90254327690849,232.7910962848685,41.51271638454244,65,270,140,116,270,Very Unhealthy
41.86794612241117,11.825479795904188,271.5780227325567,86.33973061205583,39,140,159,167,167,Unhealthy
82.89705973445334,38.21385251453516,416.38769458349645,206.03216361297908,82,378,289,256,378,Hazardous
52.68567962488056,15.88212985933021,338.6036919249692,140.4283981244028,50,204,192,195,204,Very Unhealthy
19.02142433785276,7.881716041840656,88.62628539802765,53.500166781394,18,85,68,145,145,Unhealthy for Sensitive Groups
52.51209209954137,15.817034537328016,322.51504356024634,139.56046049770686,50,203,184,194,203,Very Unhealthy
98.46303582901712,42.1564051871562,422.54294534144685,211.37385621204987,98,418,298,261,418,Hazardous
56.55011683258608,17.331293812219776,338.0780589073762,159.75058416293038,54,213,192,210,213,Very Unhealthy
29.842924894974423,12.279061028214484,441.0102608811815,213.82190814228653,28,148,319,264,319,Hazardous
22.68594984555728,8.728023519057016,75.22561455099783,38.03233977891089,21,93,61,107,107,Unhealthy for Sensitive Groups
42.03508534331115,11.888157003741682,270.0783491591403,87.17542671655576,40,141,158,167,167,Unhealthy
47.33297800530548,13.874866751989554,297.6151259202596,113.6648900265274,45,174,172,181,181,Unhealthy
40.45484075795669,11.295565284233756,285.8325885731272,79.27420378978343,38,131,166,163,166,Unhealthy
78.46256627585865,27.609402614941104,337.3851725141235,146.87522091952883,77,281,192,198,281,Very Unhealthy
45.296115019969136,13.111043132488426,289.09814434794964,103.4805750998457,43,161,168,176,176,Unhealthy
17.327873857778684,6.8400791703934125,86.03920094634783,42.404057381094105,16,74,66,118,118,Unhealthy for Sensitive Groups
50.26514428802051,14.97442910800769,306.5601241185608,128.32572144010254,47,193,177,189,193,Unhealthy
88.68616078348943,37.29928575119436,281.5561250215576,98.4964287559718,88,369,164,173,369,Hazardous
79.62802986145743,28.09501244227393,337.01056592994775,150.76009953819144,78,285,192,201,285,Very Unhealthy
51.55110368228166,15.456663880855624,323.7736963751906,134.75551841140833,49,0,185,192,192,Unhealthy
35.63769835140658,9.489136881777467,243.8156988199124,55.18849175703289,34,0,145,149,149,Unhealthy for Sensitive Groups
46.28088712511678,13.480332671918791,287.5215265210476,108.40443562558389,44,168,167,178,178,Unhealthy
43.6723061482166,12.502114805581224,321.729975314366,95.36153074108302,41,151,184,172,184,Unhealthy
27.13133363243625,12.49216903964206,465.5854073002233,256.0512289858518,26,0,346,305,346,Hazardous
50.22804499790229,4.958228387524934,72.46042568071665,37.46500316035721,47,56,60,106,106,Unhealthy for Sensitive Groups
33.47214692380065,8.677055096425244,229.5409437531328,44.36073461900325,32,93,138,123,138,Unhealthy for Sensitive Groups
22.44007129103099,6.728129681696004,108.63707771324124,68.98231168113212,21,73,78,158,158,Unhealthy
50.34911743455656,15.00591903795871,307.33584293637307,128.7455871727828,47,193,177,189,193,Unhealthy
34.64814276387428,9.118053536452855,229.49994985140168,50.24071381937139,33,97,138,137,138,Unhealthy for Sensitive Groups
33.07287374011814,8.527327652544304,221.8523482518692,42.36436870059072,31,91,134,118,134,Unhealthy for Sensitive Groups
57.03382990526166,11.008457476315415,274.77444924672614,75.44609968420554,54,126,161,161,161,Unhealthy
56.78757981253276,17.420342429699787,342.14911788078064,160.9378990626638,54,214,194,211,214,Very Unhealthy
82.71833417926817,43.61276919578091,416.6920028825351,205.98191965892448,82,432,290,256,432,Hazardous
41.27348622019695,11.602557332573856,312.155807605816,83.36743110098476,39,137,179,165,179,Unhealthy
44.68084492998631,12.880316848744863,294.6380520090894,100.40422464993152,42,157,171,174,174,Unhealthy
52.55532385609816,15.833246446036808,322.7790695501418,139.77661928049076,50,203,185,195,203,Very Unhealthy
66.10487148213029,13.276217870532571,285.711529220587,105.68290494043428,64,164,166,177,177,Unhealthy
92.69971489320768,33.541547872169865,373.4748509859871,194.3323829773589,92,331,228,244,331,Hazardous
84.47589301427921,9.25736243431136,370.0426748159572,158.92182193173397,83,99,223,209,223,Very Unhealthy
45.99482919337144,13.373060947514292,286.6042032786792,106.9741459668572,43,166,167,178,178,Unhealthy
88.5126961831574,48.03547747444003,319.8043169394016,108.9194385096887,88,476,183,179,476,Hazardous
